title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type
Sparx Men's Sd0323g Sneakers,₹499.00,4.2 out of 5 stars,20128 ratings,Sparx is a spectacular range of footwear from the house of Relaxo Footwears Ltd. a name trusted among millions of people in India and across the world for delivering unmatched quality. Since its inception the company has established a benchmark for bringing the finest range of footwears.  Sparx the most stylish range of shoes sandals and slippers are exclusively designed to match the latest trends of the new generation. Known for its sturdy and stylish designs Sparx is an iconic youth brand for those who dare to explore the world. Sparx is a spectacular range of footwear from the house of Relaxo Footwears Ltd. a name trusted among millions of people in India and across the world for delivering unmatched quality. Since its inception the company has established a benchmark for bringing the finest range of footwears. A perfect combination of comfort style and workmanship Sparx is all about confidence and making a fashion statement. Its flaunting design pattern sparks a cool statement as you take a step ahead in them. ,Best|| Satisfied!|| Affordable beauty 😘😘😘😘 the eye catcher 😊|| Economical and soft for feet|| Good looking shoe however buy one size low|| Must bye for puja|| Why so much variation in sizes.|| Review after 30 days of use|| You get what you pay for|| Cheap and branded spent 588/- x 5 to 6 time is better than 4500/- one time,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars,Men
Campus Men's Rodeo-2 Running Sport Shoe,₹699.00,4.0 out of 5 stars,1073 ratings,The product will be an excellent pick for you. It ensures an easy maintenance.,worst product. never buy on amazon|| This is very very nice & amazing 👞 shoes awesome👏✊👍|| Nice shoes but I get defective product.|| Good product.|| Bekaar|| Good product|| Request plz improve lase quality..|| Highly Recommended|| Product is good but packaging was very poor|| Good quality product,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
BATA Men Sa 05 Formal Shoes,₹500.00,4.0 out of 5 stars,969 ratings,Experience great comfort walking in this pair of Formal Shoes from the house of BATA Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,Very Very Average Product. Don't go for it after looking at the price|| Deferent size product|| Good look|| Good product|| Good|| Best And comfortable❤️❤️|| Don't buy pls stay away|| Manufacturing defective product and size issue|| Exchange problem...shoe size is too small|| Very bad shoe,1.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars,Men
CLYMB Men's Combo Pack of 2 Multicolor Outdoor Casual Sports Running Shoes,₹499.00,2.0 out of 5 stars,2 ratings,Elevate your style with this classy pair of Running Shoe from the house of CLYMB brand. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,It is good,3.0 out of 5 stars,Men
Campus Men's Wisdom Running Shoes,₹854.00,4.0 out of 5 stars,701 ratings,Campus sport shoes are premium quality light weight shoe optimised for running and all day usage. Unique Mesh weaving offers incredible breathability.,best choice|| Valued product.....value for money|| Light weight shoes love this product|| Campus shoes.....|| Very bad grip|| Very comfortable 5 ⭐|| Not For Daily Use|| Good one.|| Shoe Sole|| Your size parameters are not correct.,5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars,Men
Sparx Men's White Sneakers,₹538.00,4.2 out of 5 stars,2791 ratings,Flaunt with these stylish and unique tan casual shoes as per the latest fashion trend from the house of Sparx. Super comfortable casual shoes with Mesh as upper material and EVA as sole material.,Must buy|| Quality was superb|| SHOCKED.....!!!!!! REAL STUNNER|| Confortable + Price + Looks|| Awsm shoes|| Not for day-to-day use|| Paisa Wasool Product Go get it now|| Good product|| Bawal hai .|| Superb!!!,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
BATA Men's Formal Dress Slip On Shoes,₹735.00,4.1 out of 5 stars,783 ratings,Elevate your style with this comfortable pair of fashion formal slip on shoes from the house of BATA brand. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,😠😠😠|| Excellent shoes|| Good one|| good product with decent look|| Original product|| value for money|| Product is tuff|| Great Pair of Shoes.|| Good|| Very comfortable and good quality,1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
Enjoy Men's Comfortable & Trendy Lightweight Lightweight Sports Walking Running Shoes (Grey Red),₹569.00,4.1 out of 5 stars,25 ratings,Enjoy Mens/Boys Walking Running Regular Wear Shoes______Breathable Upper___Lightweight and durable air mesh upper for breath. Elastic band on the upper help to closely embrace your feet when you running walking or any occasions.______Pull On Easy Wearing___Slip-on ankle design and soft materials 360° protect your ankle and allows you flexibly move without friction.______Non Slip Rubber Sole___Elastic EVA sole provides you with the enough buffer between feet and ground reducing the harm to knees. Bending resistance design very flexible to wear on them.___Environmental protection natural rubber sole very lightweight and durable you won't feel tired when you are walking.______STYLISH___Suitable for dailywalkingoutdoortravelworkoutvacationgolfshoppingcampingdriving.,it is light in weight and comfertable|| Weight|| Amazing|| Good fit light weight comfortable.|| nice|| Good product|| Good product with best price|| Disappointed|| Good|| GOOD,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
CENTRO Sports Shoes - Steppro Men Running Shoes,₹799.00,3.2 out of 5 stars,5 ratings,Steppro branded running shoes are available at best price with Vast selection of stylish trendy and luxury footwear from top brands at CENTRO. Centro is a multi branded footwear store. Centro stores are present in good locations with ambitious space and can be found in all the metros mini-metros and towns and expanding to other locations. CENTRO looking for new stores supported by a wide range of better quality High premium Premium Economy Branded products are aimed at offering a superior shopping experience to its customers. CENTRO is the largest retailer and leading wholesaler suppliers and distribution of footwear in India.,Feels like ok ok product,3.0 out of 5 stars,Men
LEONE Men Running Shoes,₹574.00,4.2 out of 5 stars,17 ratings,Complete your look by wearing these footwear for Men's by LEONE. Featuring a mesh upper and EVA (ethylene vinyl acetate) sole these footwear are durable light in Weight and comfortable to Wear.,very good..value of money|| Very nyc,5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Sparx Men's Sm 651 Industrial Shoe,₹692.00,4.2 out of 5 stars,611 ratings,Newly trending men's footwear shoe with comfortable fit Sparx 651,Not like|| Shoes material good light feel|| Nice product|| Extremely light weight|| Good shoes|| Light weight|| Had to replace.|| Not so good|| Fitting perfect  colour same as picture  comfortable to wear  surely go for it.|| Worth for cost,1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Inklenzo Open Casual for Mens 2 in 1 use as a Sandal and Shoes for Daily use,₹529.00,3.0 out of 5 stars,29 ratings,INKLENZO has a vast collection of casual shoes for men. You can explore our range of casual shoes daily shoes or lifestyle shoes.Take your pick from an array of sports shoes in vibrant colours like Black and white sole. Designed for top performance these shoes match the way you play or run. Available in materials like canvas mesh etc these shoes are lightweight comfortable sturdy and extremely sporty. The sole of all INKLENZO shoes is designed to provide an increased amount of comfort and the material is good enough to provide an improved fit. These shoes are easy to maintain and last for a really long time given to their durability. The body of shoes is designed with colorful soft material describing to improve the overall look of the shoes.,Ok|| Bad|| Perfect|| Not waterproof|| It's not comfortable|| Not as expected|| O p o p o p o p o p o p|| Prize issues,2.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars,Men
Bourge Men's Vega Pearl-z2 Running Shoes,₹475.00,4.2 out of 5 stars,39101 ratings,Bourge is the leading manufacturer of sports shoes school shoes Casual Shoes sliders sandals and slippers both for men’s & women’s. Bourge offers performance and sport-inspired lifestyle products in categories such as running Training and Fitness. Using high technology and design innovation Bourge continually creates what is aspired and not just what is necessary. All Bourge products are meant to deliver high performance durability and great comfort. This Bourge sports Running shoe for men is extremely stylish It has eva bounce back sole which gives extreme comfort during walking jogging running and in extreme playing conditions.This product has soft foam insert for amazing comfort. Bourge has wide range of floaters of which one can choose as per occasion. Apart form trendy it’s also comfortable has good breathability and grip.,Great shoes in price band of Rs 500/-|| Nice shoes ....|| gread shoes|| Best one till now 😍|| Excellent product|| Its awesome to see.Really good and nice|| good product|| Good shoes|| Ok at a good discount|| So so so comfortable.... 😘,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
Sparx Men SM-614 Sports Shoes,₹798.00,4.1 out of 5 stars,926 ratings,Flaunt with these stylish and unique sports shoes as per the latest fashion trend from the house of Sparx. Super comfortable sports shoes with Mesh as upper material and EVA as sole material.,Awesome|| Better meterial|| Perfect|| Awesome quality.|| lace may be good design|| Not true to size and average quality|| Not bad|| Product is awesome... Worst Amazon packing ever....|| value for the money|| Nice Shoes good for running & light weight,5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
SEGA Men's Black Running Shoe - 10,₹542.00,3.8 out of 5 stars,75 ratings,Care instructions: washable. Rough and tough. Closure type : lace up. Men's running sport shoes.,Very good Product|| Good|| Not perfect size|| Best cost|| Very good|| Fitting|| Good|| Shoe good|| Good choice|| Nice,5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
Maddy Combo Pack of 2 Casual Sneaker Shoes for Men's,₹599.00,2.3 out of 5 stars,38 ratings,MADDY is the leading manufacturer of sports and casual footwear. MADDY offers performance and sport-inspired lifestyle products in categories such as Running Training and Fitness. Using high technology and design innovation MADDY continually creates what is aspired and not just what is necessary. All MADDY products are meant to deliver high performance durability and great comfort. This MADDY Sports Running shoe for men is MADDY is the leading manufacturer of sports and casual footwear. MADDY offers performance and sport-inspired lifestyle products in categories such as Running Training and Fitness. Using high technology and design innovation MADDY continually creates what is aspired and not just what is necessary. All MADDY products are meant to deliver high performance durability and great comfort. This MADDY Sports Running shoe for men is extremely stylish it has PVC 502 Back sole which gives extreme comfort during walking jogging running and in extreme playing conditions .This product has soft foam insert for amazing comfort.,TOTAL WASTE OF MONEY. STAY AWAY|| Worst quality possible|| Getting used products and damaged|| Don't buy this item it's a useless thing|| Totally different not good.😡|| Low quality|| Bad Quality 👎|| Defective and bad|| Bakwas|| Shoes,1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men
SEGA Men's Red Running Shoe - 9,₹542.00,4.0 out of 5 stars,41 ratings,It is one of the leading label providing a wide variety of footwear for at attractive rates. Their product range is widely popular among the people for features like great designs durability and colour combinations. You would find these all from us. So What are you waiting for Grab the one that suits you the best.,Excellent|| Good product in the price|| 👍|| Nice|| Good|| Superb,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars,Men
